id,title,description,current_category
1526,[自动发货]第五人格 哔哩哔哩头像框 [闪亮]收藏+关注打6折哦！！粉丝立减优惠（自动改价） [钉子]苹果/安卓官服和渠道服都可以兑换哦！ 一个账号只能领一次哈，看一下账号没有图中的头像框才可以下单哦 #第五人格,【商品标题】[自动发货]第五人格 哔哩哔哩头像框 [闪亮]收藏+关注打6折哦！！粉丝立减优惠（自动改价） [钉子]苹果/安卓官服和渠道服都可以兑换哦！ 一个账号只能领一次哈，看一下账号没有图中的头像框才可以下单哦 #第五人格 【价格】¥1.00 【使用时长】约 14 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1525,PS5原神启动日服服兑换码， 原神套装兑换卡一张 原神自选皮肤+限定名片+800原石+大英雄的经验x10+摩拉x100000 只发兑换码，不发快递 一定要psn日服账号领取 包含奖励： 自选皮肤礼盒 限定名片「庆典 岫云」 800原石 大英雄的经验x10 摩拉x100000 自选...,【商品标题】PS5原神启动日服服兑换码， 原神套装兑换卡一张 原神自选皮肤+限定名片+800原石+大英雄的经验x10+摩拉x100000 只发兑换码，不发快递 一定要psn日服账号领取 包含奖励： 自选皮肤礼盒 限定名片「庆典 岫云」 800原石 大英雄的经验x10 摩拉x100000 自选... 【价格】¥20.00 【使用时长】约 7 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1524,switch ns 双人成行 xci 模拟器 双系统专用 拍下后夸克网盘发货 下载实时经营 合适就拍 自动秒发货,【商品标题】switch ns 双人成行 xci 模拟器 双系统专用 拍下后夸克网盘发货 下载实时经营 合适就拍 自动秒发货 【价格】¥1.00 【使用时长】约 18 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,其他数码
1523,买一送一，月销五千单【15元整任选2个】ns switch游 戏机 数字版下载游戏副号 基本都有，详情咨询客服。ns 数字版 下载版 游戏基本都有 大多是15 ⚠️正规渠道购入的游戏，无BAN机，可放心下单 近期更新游戏：塞尔达传说智慧再现❗ 传奇米老鼠❗勇敢小骑士❗ 逆转检察官1&2...,【商品标题】买一送一，月销五千单【15元整任选2个】ns switch游 戏机 数字版下载游戏副号 基本都有，详情咨询客服。ns 数字版 下载版 游戏基本都有 大多是15 ⚠️正规渠道购入的游戏，无BAN机，可放心下单 近期更新游戏：塞尔达传说智慧再现❗ 传奇米老鼠❗勇敢小骑士❗ 逆转检察官1&2... 【价格】¥15.00 【使用时长】约 18 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1522,【自动发货】switch模拟器骁龙8e至尊版➕天玑➕专用Ed en模拟器❗❗❗ 【[比心]8e至尊版➕天玑及其他处理器驱动性能飞跃式更新！！！[比心]】 注：下单即赠送其他全套模拟器➕2000+可运行游戏（并持续更新！） 包含内容： 豪华中文本体，全DLC，预购特典，支持手柄和键鼠...,【商品标题】【自动发货】switch模拟器骁龙8e至尊版➕天玑➕专用Ed en模拟器❗❗❗ 【[比心]8e至尊版➕天玑及其他处理器驱动性能飞跃式更新！！！[比心]】 注：下单即赠送其他全套模拟器➕2000+可运行游戏（并持续更新！） 包含内容： 豪华中文本体，全DLC，预购特典，支持手柄和键鼠... 【价格】¥1.00 【使用时长】约 10 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1521,switch大气层系统最新整合包21.0.1大气层1.10. 1特斯拉（常规超频整合包，已更新至最新）稳定可靠。 不是自动发货，拍下看到会立马回复 常规超频，不能极限超频 只提供文件没有技术支持！！技术问题请自行上网查阅 下载请用bai度网盘，其他渠道容易出现部分资源丢失 [1]国行升级20.*....,【商品标题】switch大气层系统最新整合包21.0.1大气层1.10. 1特斯拉（常规超频整合包，已更新至最新）稳定可靠。 不是自动发货，拍下看到会立马回复 常规超频，不能极限超频 只提供文件没有技术支持！！技术问题请自行上网查阅 下载请用bai度网盘，其他渠道容易出现部分资源丢失 [1]国行升级20.*.... 【价格】¥1.00 【使用时长】约 15 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,其他数码
1520,switch NS家长锁忘记了怎么办，来我这里，只需要6元帮 你解除！速度快，官方渠道 支持最新系统，解除！官解渠道！解锁无忧！ 支持任何版本！不信可看评价！全程3分钟左右！ 出码就默认解锁，因为个人原因没有保持屏幕常亮，或者退出重置密码界面，造成确认代码变更，重解需要补款，认同不了的自己去解。...,【商品标题】switch NS家长锁忘记了怎么办，来我这里，只需要6元帮 你解除！速度快，官方渠道 支持最新系统，解除！官解渠道！解锁无忧！ 支持任何版本！不信可看评价！全程3分钟左右！ 出码就默认解锁，因为个人原因没有保持屏幕常亮，或者退出重置密码界面，造成确认代码变更，重解需要补款，认同不了的自己去解。... 【价格】¥6.00 【使用时长】约 15 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,其他数码
1519,[自动发货]手机电脑玩switch游戏Yuzu模拟器最新整合 版 附赠：使用教程 各种版本模拟器 适配性强 任何问题留言 包含19.0.1固件、全套密钥和全界面汉化以及整合懒人包，解压就能用！ 汉化游戏 附赠游戏，总容量高达25000GB（还在持续更新中…）❗ 适用于Swit...,【商品标题】[自动发货]手机电脑玩switch游戏Yuzu模拟器最新整合 版 附赠：使用教程 各种版本模拟器 适配性强 任何问题留言 包含19.0.1固件、全套密钥和全界面汉化以及整合懒人包，解压就能用！ 汉化游戏 附赠游戏，总容量高达25000GB（还在持续更新中…）❗ 适用于Swit... 【价格】¥1.00 【使用时长】约 13 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1518,switch+pc电脑《双人成行》中文xci整合版下载（含1 .0.2升补+2DLC） switch/pc电脑 都可玩 switch：大气层机器(建议18.0.1及以上)，需个人自备操作，不提供软硬件及教学。 pc电脑：用模拟器运行（我们附送模拟器及使用教程） 必读：所有资源都测试过确保可正常使用...,【商品标题】switch+pc电脑《双人成行》中文xci整合版下载（含1 .0.2升补+2DLC） switch/pc电脑 都可玩 switch：大气层机器(建议18.0.1及以上)，需个人自备操作，不提供软硬件及教学。 pc电脑：用模拟器运行（我们附送模拟器及使用教程） 必读：所有资源都测试过确保可正常使用... 【价格】¥1.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,其他数码
1517,[火]真人互动游戏160款恋爱游戏打包 [红旗]扣1发目录[红旗] [下]真人互动影游仅限电脑玩！ [钉子]单机游戏，多数无需Steam账号登录，解压即玩！ [钉子]文件正常，不做任何回复，退选择一致。 [红旗]合集卖价即标价，自动发货！ [钉子]提前声明，拍前须知：...,【商品标题】[火]真人互动游戏160款恋爱游戏打包 [红旗]扣1发目录[红旗] [下]真人互动影游仅限电脑玩！ [钉子]单机游戏，多数无需Steam账号登录，解压即玩！ [钉子]文件正常，不做任何回复，退选择一致。 [红旗]合集卖价即标价，自动发货！ [钉子]提前声明，拍前须知：... 【价格】¥1.00 【使用时长】约 16 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1516,「秒发」安卓switch模拟器✅安卓玩switch✅最新版送 NS游戏支持手柄yuzu模拟器#Nintendo Switch #手机 ns模拟器安卓赛尔达宝可梦，，手机模拟器 [棒][棒][棒][棒][棒][棒][棒][棒][棒][棒][棒][棒][棒][棒][棒] 限时促销，下单送小红花[送花]，...,【商品标题】「秒发」安卓switch模拟器✅安卓玩switch✅最新版送 NS游戏支持手柄yuzu模拟器#Nintendo Switch #手机 ns模拟器安卓赛尔达宝可梦，，手机模拟器 [棒][棒][棒][棒][棒][棒][棒][棒][棒][棒][棒][棒][棒][棒][棒] 限时促销，下单送小红花[送花]，... 【价格】¥1.00 【使用时长】约 7 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1515,石油大亨手游 国服 完整版全部DLC 游戏账号 支持苹果iPhone iPad Mac 安卓手机平板 游戏账号 已解锁全部DLC 登录游戏就能玩 游戏自行下载 苹果在AppStore里下 安卓在TapTap下载 不能玩包退 24小时自动发货 虚拟产品发货后不支持退款 有问题先咨询客...,【商品标题】石油大亨手游 国服 完整版全部DLC 游戏账号 支持苹果iPhone iPad Mac 安卓手机平板 游戏账号 已解锁全部DLC 登录游戏就能玩 游戏自行下载 苹果在AppStore里下 安卓在TapTap下载 不能玩包退 24小时自动发货 虚拟产品发货后不支持退款 有问题先咨询客... 【价格】¥1.00 【使用时长】约 5 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1514,【暗夜猎手高级版】一款必须尝试的动作游戏 | 恶魔猎手：暗影 世界高级版 【注意】：仅为安卓直装版，其他设备暂不支持，如有问题随时无理由退款！ 【特别说明】： 1.在鸿蒙4.2.0下测试运行正常，需要开启悬浮权限才能显示菜单，如果左上角菜单没出现，尝试重启游戏，偶尔会出现菜单未加载的情况，菜单没显...,【商品标题】【暗夜猎手高级版】一款必须尝试的动作游戏 | 恶魔猎手：暗影 世界高级版 【注意】：仅为安卓直装版，其他设备暂不支持，如有问题随时无理由退款！ 【特别说明】： 1.在鸿蒙4.2.0下测试运行正常，需要开启悬浮权限才能显示菜单，如果左上角菜单没出现，尝试重启游戏，偶尔会出现菜单未加载的情况，菜单没显... 【价格】¥1.00 【使用时长】约 4 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1512,Switch,【商品标题】 【价格】¥0.00 【使用时长】约 14 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1511,BOSE soundlink mini2代蓝牙音箱原装充电器 底座，数据线，BOSE soundlink mini2代蓝牙音箱原装充电器5V1.6A数据线底座套装 充电器都是原配电源 三件套 。有黑色，白色二种，要那一款不留言系统默认发黑色 保证正品 适合于特别版和普通版蓝牙音箱。重量说明。机器坏...,【商品标题】BOSE soundlink mini2代蓝牙音箱原装充电器 底座，数据线，BOSE soundlink mini2代蓝牙音箱原装充电器5V1.6A数据线底座套装 充电器都是原配电源 三件套 。有黑色，白色二种，要那一款不留言系统默认发黑色 保证正品 适合于特别版和普通版蓝牙音箱。重量说明。机器坏... 【价格】¥85.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1510,原装Bose SoundLink Mini 1/2蓝牙音箱电 池 型号088789，原装拆机件，支持mini1和mini2通用 容量2230mAh，7.4V，17Wh， 型号080841. 容量2948mAh，7.4V，21.82Wh，限压8.3V带保护板。 成色还可以，正常使用，具体看图 非专业售后...,【商品标题】原装Bose SoundLink Mini 1/2蓝牙音箱电 池 型号088789，原装拆机件，支持mini1和mini2通用 容量2230mAh，7.4V，17Wh， 型号080841. 容量2948mAh，7.4V，21.82Wh，限压8.3V带保护板。 成色还可以，正常使用，具体看图 非专业售后... 【价格】¥66.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1509,BOSE Soundlink color II bose音响2代，本来自用的，现在充电没反应了，也开不了机，当配件出，包邮！#蓝牙音箱,【商品标题】BOSE Soundlink color II bose音响2代，本来自用的，现在充电没反应了，也开不了机，当配件出，包邮！#蓝牙音箱 【价格】¥129.00 【使用时长】约 12 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1508,Bose soundlink mini2代蓝牙音箱无线音响迷 你音响博士特别版扬声器原装正品，全新未拆封。公司礼品剩下几个便宜出，音质带感，有黑色银色可选，产品有序列号可以官网注册验证。,【商品标题】Bose soundlink mini2代蓝牙音箱无线音响迷 你音响博士特别版扬声器原装正品，全新未拆封。公司礼品剩下几个便宜出，音质带感，有黑色银色可选，产品有序列号可以官网注册验证。 【价格】¥390.00 【使用时长】约 13 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1507,博士（BOSE）原装 BOSE博士蓝牙音箱 Soundlin k Revolve+大小水壶充电器5V1.6A 插头可拆卸式,【商品标题】博士（BOSE）原装 BOSE博士蓝牙音箱 Soundlin k Revolve+大小水壶充电器5V1.6A 插头可拆卸式 【价格】¥39.00 【使用时长】约 10 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1506,全新：BOSE SoundLink Mini II蓝牙音箱原 装充电底座，黑色款，实物拍摄，成色以图为准，有点使用痕迹，功能正常。适合mini2代蓝牙音箱，原装正品，带原装充电器，配件齐全，无螺丝和网罩。支持自提，可邮寄，售出不退不换。需要细节私聊。,【商品标题】全新：BOSE SoundLink Mini II蓝牙音箱原 装充电底座，黑色款，实物拍摄，成色以图为准，有点使用痕迹，功能正常。适合mini2代蓝牙音箱，原装正品，带原装充电器，配件齐全，无螺丝和网罩。支持自提，可邮寄，售出不退不换。需要细节私聊。 【价格】¥59.00 【使用时长】约 11 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1505,BOSE SoundLink mini 2代蓝牙音箱原装充电 底座，黑色款，功能正常，适合mini2代蓝牙音箱充电。成色还可以，有正常使用痕迹，具体看图。只有底座，没有充电头和数据线，适合需要单独底座的朋友。支持包邮，同城可自提。二手商品售出不退不换，价格可聊，感兴趣的朋友欢迎私聊咨询！,【商品标题】BOSE SoundLink mini 2代蓝牙音箱原装充电 底座，黑色款，功能正常，适合mini2代蓝牙音箱充电。成色还可以，有正常使用痕迹，具体看图。只有底座，没有充电头和数据线，适合需要单独底座的朋友。支持包邮，同城可自提。二手商品售出不退不换，价格可聊，感兴趣的朋友欢迎私聊咨询！ 【价格】¥36.00 【使用时长】约 9 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1504,【清仓特价包邮】适用Bose SoundLink Flex同 无线蓝牙音箱，清仓大促销，仅30台，手慢无！ 出口外贸收尾清仓，仅余几十个美版正品，全新未拆封直售，价格超惊喜，先到先得！ 核心亮点： - 品质保障：美版原装，一机一码，品质可靠 - 多色可选：黑色/白色/蓝色（任意选择） -...,【商品标题】【清仓特价包邮】适用Bose SoundLink Flex同 无线蓝牙音箱，清仓大促销，仅30台，手慢无！ 出口外贸收尾清仓，仅余几十个美版正品，全新未拆封直售，价格超惊喜，先到先得！ 核心亮点： - 品质保障：美版原装，一机一码，品质可靠 - 多色可选：黑色/白色/蓝色（任意选择） -... 【价格】¥138.00 【使用时长】约 9 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1503,全新的Bose SoundLink Flex便携式蓝牙音箱， ，防水防尘设计，外出携带方便。采用特制全频段扬声器，音质出色，低音强劲，适合各种户外环境。IP67级防尘防水，不怕风吹雨淋，续航长达12小时。Type-C充电口，充电方便。尺寸为9cm*20.1cm*5.2cm，重量0.6千克，轻巧便携 颜...,【商品标题】全新的Bose SoundLink Flex便携式蓝牙音箱， ，防水防尘设计，外出携带方便。采用特制全频段扬声器，音质出色，低音强劲，适合各种户外环境。IP67级防尘防水，不怕风吹雨淋，续航长达12小时。Type-C充电口，充电方便。尺寸为9cm*20.1cm*5.2cm，重量0.6千克，轻巧便携 颜... 【价格】¥130.00 【使用时长】约 6 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1502,BOSE 音箱 音响 朋友专拍链接 勿扰！,【商品标题】BOSE 音箱 音响 朋友专拍链接 勿扰！ 【价格】¥1.00 【使用时长】约 4 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1501,BOSE Soundlink Mini2蓝牙扬声器II特别版 迷你2无线蓝牙音箱音响 公司活动礼品还剩余十几台，售完为止！产地是马来西亚全新未拆封。音质带感，有黑色银色可选，产品有序列号可以官网查询验证。,【商品标题】BOSE Soundlink Mini2蓝牙扬声器II特别版 迷你2无线蓝牙音箱音响 公司活动礼品还剩余十几台，售完为止！产地是马来西亚全新未拆封。音质带感，有黑色银色可选，产品有序列号可以官网查询验证。 【价格】¥409.00 【使用时长】约 10 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1499,Bose音箱,【商品标题】 【价格】¥0.00 【使用时长】约 9 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1498,国行索尼LinkBuds S 国行正品左耳右耳单耳，左耳 右 耳丢失补配 单只补配 充电仓补配 国行机器分开卖配件，丢失补配，包配对，价格合理！包邮不议价！ 需要直接拍，包配对 ，白色、黑色，褐色，地球蓝 单耳下单后告诉我固件版本 新批次续航好 8新单耳 99 续航包4小时以上 95...,【商品标题】国行索尼LinkBuds S 国行正品左耳右耳单耳，左耳 右 耳丢失补配 单只补配 充电仓补配 国行机器分开卖配件，丢失补配，包配对，价格合理！包邮不议价！ 需要直接拍，包配对 ，白色、黑色，褐色，地球蓝 单耳下单后告诉我固件版本 新批次续航好 8新单耳 99 续航包4小时以上 95... 【价格】¥99.00 【使用时长】约 9 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,摄影摄像
1497,捡漏处理【原价1100多的】ambie索尼蓝牙耳机耳夹式骨传 导耳机运动耳机耳朵不痛挂耳式时尚必备 高通3040芯片 库存只有十几台能拍就还有 蓝牙耳机挂耳式超炫酷 这款直接夹在夹在外耳上，不需要入耳，长时间佩戴也不会有不舒服感，跑步佩戴牢固不会掉落，颜值很高！ 数量不多，能拍就是有，跟市场13...,【商品标题】捡漏处理【原价1100多的】ambie索尼蓝牙耳机耳夹式骨传 导耳机运动耳机耳朵不痛挂耳式时尚必备 高通3040芯片 库存只有十几台能拍就还有 蓝牙耳机挂耳式超炫酷 这款直接夹在夹在外耳上，不需要入耳，长时间佩戴也不会有不舒服感，跑步佩戴牢固不会掉落，颜值很高！ 数量不多，能拍就是有，跟市场13... 【价格】¥28.00 【使用时长】约 7 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,摄影摄像
1496,出一个索尼sony黑科技骨传导耳机，适合运动，戴着跑步非常爽 ，怎么甩都不会掉，音质也很好，可以听五六个小时，只用了几次，98新，充电线还在，可以直接拍，包邮 有充电线送,【商品标题】出一个索尼sony黑科技骨传导耳机，适合运动，戴着跑步非常爽 ，怎么甩都不会掉，音质也很好，可以听五六个小时，只用了几次，98新，充电线还在，可以直接拍，包邮 有充电线送 【价格】¥17.00 【使用时长】约 18 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,摄影摄像
1495,索尼SONY全新未拆封Sony索尼真无线蓝牙耳机超低延迟，高 音质 音质控必入！索尼双模式重低音真无线耳机 千元级音质，百元价秒杀！ 从业多年实测：低频饱满有弹性，中高频通透分离度高，解析力媲美千元机！百元价位直接碾压，500内无对手，闭眼入不亏！ 全新未拆封，尾货捡漏 非二手！配件...,【商品标题】索尼SONY全新未拆封Sony索尼真无线蓝牙耳机超低延迟，高 音质 音质控必入！索尼双模式重低音真无线耳机 千元级音质，百元价秒杀！ 从业多年实测：低频饱满有弹性，中高频通透分离度高，解析力媲美千元机！百元价位直接碾压，500内无对手，闭眼入不亏！ 全新未拆封，尾货捡漏 非二手！配件... 【价格】¥105.00 【使用时长】约 11 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,摄影摄像
1494,【全新主动降噪】索尼XM4ANC头戴式无线蓝牙耳机带皮包通话 降噪耳机带logo索尼顶配#降噪耳机 和那种100一以下的不是同一个品！别拿来比！一分钱一分货！！！音质超级顶！！ [红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗...,【商品标题】【全新主动降噪】索尼XM4ANC头戴式无线蓝牙耳机带皮包通话 降噪耳机带logo索尼顶配#降噪耳机 和那种100一以下的不是同一个品！别拿来比！一分钱一分货！！！音质超级顶！！ [红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗][红旗... 【价格】¥118.00 【使用时长】约 11 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,摄影摄像
1493,日本原装进口索尼ambie耳机华强北顶配耳环夹耳式运动跑步健 身蓝牙耳机 高通芯片顶配版， 高通芯片顶配版， 音质功能跟1300多一样。 别看了，别问了，不要拿便宜货跟我比，别人一包烟的东西买回去只能当玩具，不是同一个东西配置不一样 。 ----------------------------...,【商品标题】日本原装进口索尼ambie耳机华强北顶配耳环夹耳式运动跑步健 身蓝牙耳机 高通芯片顶配版， 高通芯片顶配版， 音质功能跟1300多一样。 别看了，别问了，不要拿便宜货跟我比，别人一包烟的东西买回去只能当玩具，不是同一个东西配置不一样 。 ----------------------------... 【价格】¥8.00 【使用时长】约 9 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,摄影摄像
1492,累计降价1.00元,【商品标题】累计降价1.00元 【价格】¥58.00 【使用时长】约 9 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,其他数码
1491,日本海外采购，索尼无线蓝牙耳机，清仓处理，产品为7天无理由退 回，无质量问题，会有外观小花，介意勿拍，标价就是卖价，概不议价，拍下可以留言颜色，有黑色，白色，绿色，灰色，紫色，优先按指定颜色发货，如指定颜色无货，则随机发货！数量不多，清完下架，能拍就是有货！ 【日本海外采购】索尼TWS真无线蓝牙耳机s...,【商品标题】日本海外采购，索尼无线蓝牙耳机，清仓处理，产品为7天无理由退 回，无质量问题，会有外观小花，介意勿拍，标价就是卖价，概不议价，拍下可以留言颜色，有黑色，白色，绿色，灰色，紫色，优先按指定颜色发货，如指定颜色无货，则随机发货！数量不多，清完下架，能拍就是有货！ 【日本海外采购】索尼TWS真无线蓝牙耳机s... 【价格】¥70.00 【使用时长】约 14 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,摄影摄像
1490,索尼WF-C500 蓝牙耳机丢失补配 充电盒 右耳 左耳单只 配对 蓝色 黑色 白色 红色 国行原装正品，包匹配成功 耳机功能正常使用， 98成新左右，电池健康百分之百 单充电盒 75包邮 单右边耳机 58包邮 单左边耳机 58包邮 白色 黑色 收到耳机联系客服要配对教程 包配对成功，耳机发...,【商品标题】索尼WF-C500 蓝牙耳机丢失补配 充电盒 右耳 左耳单只 配对 蓝色 黑色 白色 红色 国行原装正品，包匹配成功 耳机功能正常使用， 98成新左右，电池健康百分之百 单充电盒 75包邮 单右边耳机 58包邮 单左边耳机 58包邮 白色 黑色 收到耳机联系客服要配对教程 包配对成功，耳机发... 【价格】¥58.00 【使用时长】约 13 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,摄影摄像
1489,翻仓库找到的一个索尼小钢炮蓝牙耳机，去年去广州出差买的，音质 很好，可以听歌也可以接打电话，有通话降噪功能，续航加充电仓大概30个小时，功能都正常，有一个收纳袋和充电线,【商品标题】翻仓库找到的一个索尼小钢炮蓝牙耳机，去年去广州出差买的，音质 很好，可以听歌也可以接打电话，有通话降噪功能，续航加充电仓大概30个小时，功能都正常，有一个收纳袋和充电线 【价格】¥16.00 【使用时长】约 8 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,摄影摄像
1488,正品Airpods3代右耳 出Airpods3代右耳，成色还不错，无暗病，连接正常，音质正常细节图私聊，诚意出，包正品，不正包退#无线耳机 #苹果,【商品标题】正品Airpods3代右耳 出Airpods3代右耳，成色还不错，无暗病，连接正常，音质正常细节图私聊，诚意出，包正品，不正包退#无线耳机 #苹果 【价格】¥80.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1487,纯个人闲置，便宜出，贩子勿扰。 自用的airpods4 四代降噪耳机闲置仅拆封。支持全国联保到26年之前购房的时候砸金蛋中的礼品。喜事成双，礼品两台耳机，当时只是一时新鲜拆开试用了下。一直闲置没使用，没刮花磨损之类的。 整套转让，配件都齐全，保修单还在，一起附带来的票一起寄出。保正品，不正包退。官方全国联保，官网可查询验证。,【商品标题】纯个人闲置，便宜出，贩子勿扰。 自用的airpods4 四代降噪耳机闲置仅拆封。支持全国联保到26年之前购房的时候砸金蛋中的礼品。喜事成双，礼品两台耳机，当时只是一时新鲜拆开试用了下。一直闲置没使用，没刮花磨损之类的。 整套转让，配件都齐全，保修单还在，一起附带来的票一起寄出。保正品，不正包退。官方全国联保，官网可查询验证。 【价格】¥200.00 【使用时长】约 10 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1486,华强北AirPods 4代 主动降噪 官网教育优惠来的正品未拆封 原包装包邮 支持自提喜欢的私聊,【商品标题】华强北AirPods 4代 主动降噪 官网教育优惠来的正品未拆封 原包装包邮 支持自提喜欢的私聊 【价格】¥55.00 【使用时长】约 17 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
1485,原价688顶配版 华强北Airpods 4代 2025年十月 升级款 稳定弹窗不断链 性价比超级高 上班通勤的不二之选 充电口：最新C口 关注收藏送保护壳！！！下单，优先发货～ Airpods4相对一代新增降噪和自适应，蜂鸣器等 真弹窗+真降噪+真通透+真重低音＝2025性价比之王 外观...,【商品标题】原价688顶配版 华强北Airpods 4代 2025年十月 升级款 稳定弹窗不断链 性价比超级高 上班通勤的不二之选 充电口：最新C口 关注收藏送保护壳！！！下单，优先发货～ Airpods4相对一代新增降噪和自适应，蜂鸣器等 真弹窗+真降噪+真通透+真重低音＝2025性价比之王 外观... 【价格】¥118.00 【使用时长】约 5 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,数码配件
1484,AirPods一代，白色，带充电盒，充满电已经用不了多久，左 耳听不到，右耳只能用5分钟包邮需要充电线请备注,【商品标题】AirPods一代，白色，带充电盒，充满电已经用不了多久，左 耳听不到，右耳只能用5分钟包邮需要充电线请备注 【价格】¥143.00 【使用时长】约 13 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,耳机音响
